t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t
9.836569608863647,7.086733971912223,2.0585281493951526,1.580461814547413,2.460959497613632,14.264730951421816,121.94609220116496,1214.2970159433742,26.15600120429483,103.7972234089363
7.086733971912223,2.0585281493951526,1.580461814547413,2.460959497613632,14.264730951421816,121.94609220116496,1214.2970159433742,26.15600120429483,103.7972234089363,0.4613816676008035
2.0585281493951526,1.580461814547413,2.460959497613632,14.264730951421816,121.94609220116496,1214.2970159433742,26.15600120429483,103.7972234089363,0.4613816676008035,304.8495297450085
1.580461814547413,2.460959497613632,14.264730951421816,121.94609220116496,1214.2970159433742,26.15600120429483,103.7972234089363,0.4613816676008035,304.8495297450085,4.243669969277781
2.460959497613632,14.264730951421816,121.94609220116496,1214.2970159433742,26.15600120429483,103.7972234089363,0.4613816676008035,304.8495297450085,4.243669969277781,4.171972271495883
14.264730951421816,121.94609220116496,1214.2970159433742,26.15600120429483,103.7972234089363,0.4613816676008035,304.8495297450085,4.243669969277781,4.171972271495883,4.291880010229035
121.94609220116496,1214.2970159433742,26.15600120429483,103.7972234089363,0.4613816676008035,304.8495297450085,4.243669969277781,4.171972271495883,4.291880010229035,1.0868599852658942
1214.2970159433742,26.15600120429483,103.7972234089363,0.4613816676008035,304.8495297450085,4.243669969277781,4.171972271495883,4.291880010229035,1.0868599852658942,1.2755727097874576
26.15600120429483,103.7972234089363,0.4613816676008035,304.8495297450085,4.243669969277781,4.171972271495883,4.291880010229035,1.0868599852658942,1.2755727097874576,0.08547032720378354
103.7972234089363,0.4613816676008035,304.8495297450085,4.243669969277781,4.171972271495883,4.291880010229035,1.0868599852658942,1.2755727097874576,0.08547032720378354,0.1509264753691543
0.4613816676008035,304.8495297450085,4.243669969277781,4.171972271495883,4.291880010229035,1.0868599852658942,1.2755727097874576,0.08547032720378354,0.1509264753691543,104.792113708677
304.8495297450085,4.243669969277781,4.171972271495883,4.291880010229035,1.0868599852658942,1.2755727097874576,0.08547032720378354,0.1509264753691543,104.792113708677,0.9510606491456717
4.243669969277781,4.171972271495883,4.291880010229035,1.0868599852658942,1.2755727097874576,0.08547032720378354,0.1509264753691543,104.792113708677,0.9510606491456717,3.6902882645373607
4.171972271495883,4.291880010229035,1.0868599852658942,1.2755727097874576,0.08547032720378354,0.1509264753691543,104.792113708677,0.9510606491456717,3.6902882645373607,2.1445989146904996
4.291880010229035,1.0868599852658942,1.2755727097874576,0.08547032720378354,0.1509264753691543,104.792113708677,0.9510606491456717,3.6902882645373607,2.1445989146904996,1.6429395435685847
1.0868599852658942,1.2755727097874576,0.08547032720378354,0.1509264753691543,104.792113708677,0.9510606491456717,3.6902882645373607,2.1445989146904996,1.6429395435685847,44.15445825819917
1.2755727097874576,0.08547032720378354,0.1509264753691543,104.792113708677,0.9510606491456717,3.6902882645373607,2.1445989146904996,1.6429395435685847,44.15445825819917,7.506959558606908
0.08547032720378354,0.1509264753691543,104.792113708677,0.9510606491456717,3.6902882645373607,2.1445989146904996,1.6429395435685847,44.15445825819917,7.506959558606908,1.4434659600102069
0.1509264753691543,104.792113708677,0.9510606491456717,3.6902882645373607,2.1445989146904996,1.6429395435685847,44.15445825819917,7.506959558606908,1.4434659600102069,4.866681006983054
104.792113708677,0.9510606491456717,3.6902882645373607,2.1445989146904996,1.6429395435685847,44.15445825819917,7.506959558606908,1.4434659600102069,4.866681006983054,2.729539328849909
0.9510606491456717,3.6902882645373607,2.1445989146904996,1.6429395435685847,44.15445825819917,7.506959558606908,1.4434659600102069,4.866681006983054,2.729539328849909,9.619761619608328
3.6902882645373607,2.1445989146904996,1.6429395435685847,44.15445825819917,7.506959558606908,1.4434659600102069,4.866681006983054,2.729539328849909,9.619761619608328,0.41645334283668894
2.1445989146904996,1.6429395435685847,44.15445825819917,7.506959558606908,1.4434659600102069,4.866681006983054,2.729539328849909,9.619761619608328,0.41645334283668894,26.999511757446605
1.6429395435685847,44.15445825819917,7.506959558606908,1.4434659600102069,4.866681006983054,2.729539328849909,9.619761619608328,0.41645334283668894,26.999511757446605,10.661285634222956
44.15445825819917,7.506959558606908,1.4434659600102069,4.866681006983054,2.729539328849909,9.619761619608328,0.41645334283668894,26.999511757446605,10.661285634222956,39.78450885839344
7.506959558606908,1.4434659600102069,4.866681006983054,2.729539328849909,9.619761619608328,0.41645334283668894,26.999511757446605,10.661285634222956,39.78450885839344,24.23273676400356
1.4434659600102069,4.866681006983054,2.729539328849909,9.619761619608328,0.41645334283668894,26.999511757446605,10.661285634222956,39.78450885839344,24.23273676400356,12.210288875477138
4.866681006983054,2.729539328849909,9.619761619608328,0.41645334283668894,26.999511757446605,10.661285634222956,39.78450885839344,24.23273676400356,12.210288875477138,5.556235819064288
2.729539328849909,9.619761619608328,0.41645334283668894,26.999511757446605,10.661285634222956,39.78450885839344,24.23273676400356,12.210288875477138,5.556235819064288,16.82676868650927
9.619761619608328,0.41645334283668894,26.999511757446605,10.661285634222956,39.78450885839344,24.23273676400356,12.210288875477138,5.556235819064288,16.82676868650927,2.6733423737839455
0.41645334283668894,26.999511757446605,10.661285634222956,39.78450885839344,24.23273676400356,12.210288875477138,5.556235819064288,16.82676868650927,2.6733423737839455,3.0917734449697036
26.999511757446605,10.661285634222956,39.78450885839344,24.23273676400356,12.210288875477138,5.556235819064288,16.82676868650927,2.6733423737839455,3.0917734449697036,0.32535341853823185
10.661285634222956,39.78450885839344,24.23273676400356,12.210288875477138,5.556235819064288,16.82676868650927,2.6733423737839455,3.0917734449697036,0.32535341853823185,3.194068406921042
39.78450885839344,24.23273676400356,12.210288875477138,5.556235819064288,16.82676868650927,2.6733423737839455,3.0917734449697036,0.32535341853823185,3.194068406921042,0.013639993438514691
24.23273676400356,12.210288875477138,5.556235819064288,16.82676868650927,2.6733423737839455,3.0917734449697036,0.32535341853823185,3.194068406921042,0.013639993438514691,29.971177361925456
12.210288875477138,5.556235819064288,16.82676868650927,2.6733423737839455,3.0917734449697036,0.32535341853823185,3.194068406921042,0.013639993438514691,29.971177361925456,4.34875447049488
5.556235819064288,16.82676868650927,2.6733423737839455,3.0917734449697036,0.32535341853823185,3.194068406921042,0.013639993438514691,29.971177361925456,4.34875447049488,3.6691439440856364
16.82676868650927,2.6733423737839455,3.0917734449697036,0.32535341853823185,3.194068406921042,0.013639993438514691,29.971177361925456,4.34875447049488,3.6691439440856364,0.02013272915035821
2.6733423737839455,3.0917734449697036,0.32535341853823185,3.194068406921042,0.013639993438514691,29.971177361925456,4.34875447049488,3.6691439440856364,0.02013272915035821,0.9444215882054545
3.0917734449697036,0.32535341853823185,3.194068406921042,0.013639993438514691,29.971177361925456,4.34875447049488,3.6691439440856364,0.02013272915035821,0.9444215882054545,11.6193929573177
0.32535341853823185,3.194068406921042,0.013639993438514691,29.971177361925456,4.34875447049488,3.6691439440856364,0.02013272915035821,0.9444215882054545,11.6193929573177,0.2529047143871454
3.194068406921042,0.013639993438514691,29.971177361925456,4.34875447049488,3.6691439440856364,0.02013272915035821,0.9444215882054545,11.6193929573177,0.2529047143871454,148.18581877830124
