data,nivel cm,ARIMA_predistion,GARCH_prediction,ARIMA-LSTM_Pred
2022-03-04,627,520.1220228717987,,
2022-03-05,635,520.0566278460975,,
2022-03-06,638,519.9914305714929,,
2022-03-07,642,519.9264304499958,,
2022-03-08,642,519.8616268854257,,
2022-03-09,650,519.7970192834049,,
2022-03-10,649,519.7326070513529,,
2022-03-11,649,519.6683895984816,,
2022-03-12,650,519.6043663357885,,
2022-03-13,650,519.5405366760533,,
2022-03-14,650,519.4769000338306,,
2022-03-15,652,519.4134558254458,,
2022-03-16,654,519.3502034689891,,
2022-03-17,662,519.2871423843104,,
2022-03-18,670,519.2242719930141,,
2022-03-19,674,519.1615917184533,,
2022-03-20,676,519.0991009857252,,
2022-03-21,680,519.0367992216653,,
2022-03-22,689,518.9746858548424,,
2022-03-23,692,518.9127603155531,,
2022-03-24,699,518.851022035817,,
2022-03-25,700,518.789470449371,,
2022-03-26,704,518.7281049916646,,
2022-03-27,708,518.6669250998542,,
2022-03-28,713,518.6059302127986,,
2022-03-29,717,518.545119771053,,
2022-03-30,728,518.4844932168645,,
2022-03-31,734,518.424049994167,,
2022-04-01,736,518.3637895485758,,547.8625323777272
2022-04-02,741,518.3037113273825,,
2022-04-03,752,518.2438147795502,,
2022-04-04,755,518.1840993557083,,
2022-04-05,761,518.1245645081475,,
2022-04-06,763,518.0652096908144,,
2022-04-07,766,518.0060343593075,,
2022-04-08,767,517.9470379708708,,
2022-04-09,772,517.8882199843903,,
2022-04-10,772,517.8295798603876,,
2022-04-11,771,517.7711170610162,,
2022-04-12,774,517.7128310500557,,
2022-04-13,775,517.6547212929073,,
2022-04-14,780,517.5967872565889,,
2022-04-15,785,517.5390284097299,,
2022-04-16,788,517.4814442225666,,
2022-04-17,789,517.4240341669374,,
2022-04-18,792,517.3667977162779,,
2022-04-19,793,517.3097343456157,,
2022-04-20,796,517.2528435315659,,
2022-04-21,799,517.1961247523267,,
2022-04-22,808,517.1395774876739,,
2022-04-23,800,517.0832012189564,,
2022-04-24,801,517.0269954290916,,
2022-04-25,797,516.9709596025604,,
2022-04-26,797,516.9150932254026,,
2022-04-27,796,516.8593957852124,,
2022-04-28,796,516.8038667711335,,
2022-04-29,797,516.7485056738539,,
2022-04-30,797,516.6933119856023,,
2022-05-01,798,516.6382852001426,,546.137028029294
2022-05-02,802,516.5834248127696,,
2022-05-03,802,516.5287303203045,,
2022-05-04,804,516.4742012210895,,
2022-05-05,805,516.4198370149844,,
2022-05-06,802,516.3656372033611,,
2022-05-07,804,516.3116012890995,,
2022-05-08,800,516.2577287765824,,
2022-05-09,802,516.2040191716918,,
2022-05-10,797,516.1504719818037,,
2022-05-11,797,516.0970867157835,,
2022-05-12,791,516.0438628839821,,
2022-05-13,791,515.990799998231,,
2022-05-14,792,515.9378975718379,,
2022-05-15,800,515.885155119582,,
2022-05-16,805,515.8325721577103,,
2022-05-17,797,515.780148203932,,
2022-05-18,797,515.7278827774152,,
2022-05-19,801,515.6757753987819,,
2022-05-20,798,515.6238255901035,,
2022-05-21,800,515.5720328748969,,
2022-05-22,800,515.5203967781198,,
2022-05-23,794,515.4689168261663,,
2022-05-24,792,515.4175925468627,,
2022-05-25,837,515.3664234694631,,
2022-05-26,837,515.3154091246453,,
2022-05-27,788,515.2645490445061,,
2022-05-28,786,515.2138427625572,,
2022-05-29,786,515.1632898137211,,
2022-05-30,782,515.1128897343266,,
2022-05-31,781,515.0626420621046,,
2022-06-01,782,515.0125463361837,,544.5112891653351
2022-06-02,791,514.9626020970866,,
2022-06-03,780,514.912808886725,,
2022-06-04,786,514.8631662483959,,
2022-06-05,786,514.8136737267777,,
2022-06-06,777,514.7643308679253,,
2022-06-07,777,514.7151372192664,,
2022-06-08,777,514.6660923295971,,
2022-06-09,777,514.6171957490784,,
2022-06-10,777,514.5684470292312,,
2022-06-11,777,514.5198457229324,,
2022-06-12,777,514.4713913844115,,
2022-06-13,777,514.4230835692457,,
2022-06-14,777,514.3749218343561,,
2022-06-15,777,514.3269057380036,,
2022-06-16,777,514.279034839785,,
2022-06-17,775,514.2313087006289,,
2022-06-18,775,514.1837268827915,,
2022-06-19,775,514.1362889498528,,
2022-06-20,774,514.0889944667124,,
2022-06-21,773,514.0418429995858,,
2022-06-22,772,513.9948341160001,,
2022-06-23,769,513.9479673847902,,
2022-06-24,767,513.901242376095,,
2022-06-25,765,513.8546586613528,,
2022-06-26,763,513.8082158132984,,
2022-06-27,761,513.7619134059584,,
2022-06-28,757,513.7157510146474,,
2022-06-29,755,513.6697282159644,,
2022-06-30,754,513.6238445877887,,
2022-07-01,750,513.578099709276,,543.0768425384274
2022-07-02,748,513.5324931608548,,
2022-07-03,747,513.487024524222,,
2022-07-04,747,513.4416933823397,,
2022-07-05,748,513.3964993194312,,
2022-07-06,747,513.3514419209769,,
2022-07-07,742,513.3065207737106,,
2022-07-08,740,513.2617354656161,,
2022-07-09,737,513.2170855859227,,
2022-07-10,737,513.1725707251023,,
2022-07-11,734,513.1281904748649,,
2022-07-12,730,513.0839444281552,,
2022-07-13,728,513.0398321791489,,
2022-07-14,726,512.9958533232486,,
2022-07-15,726,512.952007457081,,
2022-07-16,726,512.9082941784918,,
2022-07-17,724,512.8647130865435,,
2022-07-18,722,512.8212637815104,,
2022-07-19,719,512.7779458648761,,
2022-07-20,717,512.7347589393289,,
2022-07-21,713,512.6917026087586,,
2022-07-22,710,512.6487764782531,,
2022-07-23,705,512.6059801540943,,
2022-07-24,700,512.5633132437545,,
2022-07-25,697,512.5207753558932,,
2022-07-26,693,512.4783661003534,,
2022-07-27,689,512.4360850881576,,
2022-07-28,686,512.3939319315049,,
2022-07-29,682,512.3519062437666,,
2022-07-30,678,512.3100076394837,,
2022-07-31,678,512.2682357343626,,
2022-08-01,676,512.2265901452716,,541.725332974423
2022-08-02,674,512.1850704902378,,
2022-08-03,671,512.143676388443,,
2022-08-04,671,512.1024074602213,,
2022-08-05,670,512.0612633270541,,
2022-08-06,667,512.020243611568,,
2022-08-07,664,511.9793479375303,,
2022-08-08,659,511.93857592984637,,
2022-08-09,655,511.89792721455564,,
2022-08-10,653,511.85740141882843,,
2022-08-11,651,511.8169981709625,,
2022-08-12,649,511.77671710037964,,
2022-08-13,644,511.7365578376222,,
2022-08-14,640,511.6965200143497,,
2022-08-15,640,511.65660326333557,,
2022-08-16,638,511.6168072184638,,
2022-08-17,634,511.5771315147254,,
2022-08-18,629,511.53757578821507,,
2022-08-19,624,511.49813967612806,,
2022-08-20,622,511.45882281675665,,
2022-08-21,620,511.41962484948704,,
2022-08-22,613,511.3805454147957,,
2022-08-23,607,511.34158415424645,,
2022-08-24,601,511.3027407104869,,
2022-08-25,598,511.26401472724535,,
2022-08-26,592,511.2254058493274,,
2022-08-27,590,511.1869137226127,,
2022-08-28,587,511.1485379940519,,
2022-08-29,585,511.110278311663,,
2022-08-30,583,511.07213432452863,,
2022-08-31,579,511.0341056827924,,
2022-09-01,574,510.99619203765604,,540.4949348668074
2022-09-02,568,510.95839304137576,,
2022-09-03,564,510.9207083472596,,
2022-09-04,562,510.88313760966383,,
2022-09-05,556,510.84568048399,,
2022-09-06,551,510.8083366266816,,
2022-09-07,546,510.77110569522114,,
2022-09-08,542,510.7339873481268,,
2022-09-09,537,510.6969812449494,,
2022-09-10,534,510.6600870462694,,
2022-09-11,532,510.62330441369335,,
2022-09-12,526,510.58663300985137,,
2022-09-13,522,510.55007249839366,,
2022-09-14,515,510.5136225439874,,
2022-09-15,510,510.4772828123141,,
2022-09-16,503,510.4410529700659,,
2022-09-17,494,510.40493268494305,,
2022-09-18,486,510.3689216256506,,
2022-09-19,477,510.33301946189545,,
2022-09-20,467,510.29722586438317,,
2022-09-21,457,510.2615405048153,,
2022-09-22,450,510.2259630558859,,
2022-09-23,442,510.1904931912791,,
2022-09-24,437,510.1551305856654,,
2022-09-25,428,510.1198749146994,,
2022-09-26,420,510.0847258550163,,
2022-09-27,414,510.0496830842293,,
2022-09-28,404,510.0147462809264,,
2022-09-29,399,509.9799151246675,,
2022-09-30,391,509.94518929598155,,
2022-10-01,381,509.91056847636355,,539.409311305515
2022-10-02,374,509.8760523482716,,
2022-10-03,363,509.8416405951241,,
2022-10-04,351,509.8073329012968,,
2022-10-05,336,509.7731289521197,,
2022-10-06,325,509.7390284338745,,
2022-10-07,321,509.7050310337916,,
2022-10-08,313,509.6711364400471,,
2022-10-09,307,509.6373443417601,,
2022-10-10,297,509.6036544289897,,
2022-10-11,290,509.5700663927324,,
2022-10-12,279,509.5365799249189,,
2022-10-13,268,509.5031947184117,,
2022-10-14,258,509.46991046700185,,
2022-10-15,248,509.4367268654066,,
2022-10-16,237,509.4036436092662,,
2022-10-17,223,509.3706603951414,,
2022-10-18,208,509.33777692051024,,
2022-10-19,195,509.30499288376586,,
2022-10-20,186,509.2723079842134,,
2022-10-21,177,509.23972192206725,,
2022-10-22,175,509.20723439844824,,
2022-10-23,175,509.17484511538106,,
2022-10-24,174,509.1425537757916,,
2022-10-25,177,509.1103600835039,,
2022-10-26,168,509.07826374323776,,
2022-10-27,157,509.04626446060564,,
2022-10-28,157,509.0143619421106,,
2022-10-29,157,508.98255589514287,,
2022-10-30,153,508.9508460279777,,
2022-10-31,148,508.9192320497725,,
2022-11-01,147,508.8877136705641,,538.3864564997155
2022-11-02,149,508.85629060126615,,
2022-11-03,141,508.8249625536666,,
2022-11-04,142,508.7937292404248,,
2022-11-05,146,508.7625903750691,,
2022-11-06,159,508.73154567199407,,
2022-11-07,159,508.700594846458,,
2022-11-08,169,508.66973761458013,,
2022-11-09,167,508.63897369333824,,
2022-11-10,170,508.60830280056587,,
2022-11-11,175,508.57772465494986,,
2022-11-12,176,508.5472389760277,,
2022-11-13,175,508.51684548418507,,
2022-11-14,177,508.48654390065303,,
2022-11-15,181,508.4563339475058,,
2022-11-16,185,508.4262153476579,,
2022-11-17,183,508.3961878248617,,
2022-11-18,181,508.3662511037052,,
2022-11-19,181,508.3364049096089,,
2022-11-20,185,508.3066489688239,,
2022-11-21,192,508.27698300842883,,
2022-11-22,199,508.2474067563278,,
2022-11-23,210,508.21791994124766,,
2022-11-24,212,508.1885222927356,,
2022-11-25,211,508.1592135411567,,
2022-11-26,205,508.12999341769125,,
2022-11-27,206,508.1008616543326,,
2022-11-28,206,508.07181798388444,,
2022-11-29,208,508.04286213995846,,
2022-11-30,208,508.01399385697187,,
2022-12-01,204,507.98521287014506,,537.4839556992964
2022-12-02,209,507.9565189154991,,
2022-12-03,212,507.92791172985324,,
2022-12-04,210,507.8993910508226,,
2022-12-05,213,507.87095661681576,,
2022-12-06,214,507.8426081670324,,
2022-12-07,217,507.81434544146066,,
2022-12-08,217,507.78616818087517,,
2022-12-09,215,507.75807612683434,,
2022-12-10,214,507.730069021678,,
2022-12-11,218,507.70214660852525,,
2022-12-12,221,507.67430863127197,,
2022-12-13,223,507.64655483458847,,
2022-12-14,226,507.61888496391714,,
2022-12-15,226,507.59129876547024,,
2022-12-16,224,507.56379598622726,,
2022-12-17,226,507.5363763739331,,
2022-12-18,230,507.50903967709513,,
2022-12-19,233,507.4817856449815,,
2022-12-20,239,507.4546140276185,,
2022-12-21,245,507.42752457578825,,
2022-12-22,253,507.4005170410265,,
2022-12-23,260,507.3735911756204,,
2022-12-24,257,507.34674673260605,,
2022-12-25,254,507.3199834657666,,
2022-12-26,257,507.29330112962947,,
2022-12-27,268,507.2666994794646,,
2022-12-28,271,507.2401782712818,,
2022-12-29,268,507.2137372618288,,
2022-12-30,270,507.1873762085889,,
2022-12-31,272,507.1610948697787,,
2023-01-01,269,507.13489300434605,,536.6336358334975
2023-01-02,273,507.10877037196764,,
2023-01-03,278,507.08272673304685,,
2023-01-04,285,507.05676184871174,,
2023-01-05,290,507.03087548081254,,
2023-01-06,297,507.00506739191974,,
2023-01-07,303,506.9793373453217,,
2023-01-08,306,506.95368510502277,,
2023-01-09,307,506.92811043574073,,
2023-01-10,314,506.9026131029049,,
2023-01-11,320,506.8771928726541,,
2023-01-12,323,506.8518495118341,,
2023-01-13,327,506.8265827879958,,
2023-01-14,333,506.801392469393,,
2023-01-15,330,506.77627832498047,,
2023-01-16,325,506.75124012441125,,
2023-01-17,323,506.72627763803536,,
2023-01-18,329,506.70139063689703,,
2023-01-19,332,506.6765788927329,,
2023-01-20,336,506.65184217796985,,
2023-01-21,342,506.627180265723,,
2023-01-22,354,506.6025929297934,,
2023-01-23,364,506.57807994466623,,
2023-01-24,374,506.5536410855087,,
2023-01-25,384,506.52927612816774,,
2023-01-26,394,506.5049848491681,,
2023-01-27,402,506.4807670257105,,
2023-01-28,403,506.4566224356692,,
2023-01-29,401,506.43255085759023,,
2023-01-30,400,506.40855207068927,,
2023-01-31,402,506.3846258548497,,
2023-02-01,394,506.3607719906204,,535.8595148197718
2023-02-02,398,506.33699025921396,,
2023-02-03,405,506.3132804425046,,
2023-02-04,410,506.289642323026,,
2023-02-05,416,506.2660756839695,,
2023-02-06,421,506.24258030918224,,
2023-02-07,427,506.21915598316474,,
2023-02-08,434,506.19580249106923,,
2023-02-09,439,506.1725196186978,,
2023-02-10,445,506.14930715250006,,
2023-02-11,453,506.1261648795715,,
2023-02-12,458,506.1030925876513,,
2023-02-13,462,506.08009006512077,,
2023-02-14,468,506.0571571010008,,
2023-02-15,473,506.0342934849506,,
2023-02-16,476,506.0114990072651,,
2023-02-17,482,505.98877345887365,,
2023-02-18,488,505.9661166313377,,
2023-02-19,496,505.94352831684904,,
2023-02-20,505,505.9210083082278,,
2023-02-21,520,505.8985563989206,,
2023-02-22,524,505.8761723829989,,
2023-02-23,527,505.8538560551565,,
2023-02-24,534,505.83160721070834,,
2023-02-25,540,505.8094256455882,,
2023-02-26,546,505.7873111563469,,
2023-02-27,551,505.7652635401506,,
2023-02-28,549,505.7432825947787,,
2023-03-01,553,505.7213681186222,,535.2201109477736
2023-03-02,554,505.6995199106816,,
2023-03-03,558,505.6777377705655,,
2023-03-04,562,505.65602149848814,,
2023-03-05,568,505.63437089526815,,
2023-03-06,575,505.6127857623264,,
2023-03-07,582,505.5912659016841,,
2023-03-08,588,505.5698111159614,,
2023-03-09,593,505.54842120837515,,
2023-03-10,597,505.52709598273725,,
2023-03-11,599,505.505835243453,,
2023-03-12,605,505.48463879551906,,
2023-03-13,608,505.4635064445217,,
2023-03-14,611,505.44243799663525,,
2023-03-15,613,505.4214332586201,,
2023-03-16,615,505.4004920378209,,
2023-03-17,621,505.3796141421651,,
2023-03-18,620,505.35879938016063,,
2023-03-19,623,505.3380475608948,,
2023-03-20,625,505.317358494032,,
2023-03-21,630,505.2967319898124,,
2023-03-22,635,505.2761678590498,,
2023-03-23,641,505.25566591313014,,
2023-03-24,645,505.2352259640098,,
2023-03-25,649,505.2148478242138,,
2023-03-26,652,505.19453130683394,,
2023-03-27,655,505.17427622552725,,
2023-03-28,657,505.1540823945144,,
2023-03-29,658,505.1339496285776,,
2023-03-30,661,505.1138777430595,,
2023-03-31,664,505.0938665538608,,
2023-04-01,666,505.073915877439,,534.5726587065903
2023-04-02,668,505.05402553080677,,
2023-04-03,670,505.03419533152993,,
2023-04-04,674,505.0144250977262,,
2023-04-05,678,504.994714648063,,
2023-04-06,682,504.97506380175633,,
2023-04-07,688,504.9554723785688,,
2023-04-08,689,504.93594019880805,,
2023-04-09,691,504.9164670833251,,
2023-04-10,694,504.89705285351266,,
2023-04-11,697,504.8776973313036,,
2023-04-12,695,504.8584003391692,,
2023-04-13,697,504.83916170011764,,
2023-04-14,696,504.8199812376923,,
2023-04-15,695,504.80085877597014,,
2023-04-16,696,504.7817941395601,,
2023-04-17,698,504.7627871536015,,
2023-04-18,700,504.7438376437624,,
2023-04-19,703,504.72494543623804,,
2023-04-20,705,504.7061103577493,,
2023-04-21,708,504.687332235541,,
2023-04-22,712,504.6686108973804,,
2023-04-23,714,504.6499461715554,,
2023-04-24,715,504.6313378868735,,
2023-04-25,716,504.61278587265946,,
2023-04-26,717,504.59428995875453,,
2023-04-27,716,504.57584997551425,,
2023-04-28,714,504.55746575380726,,
2023-04-29,713,504.53913712501367,,
2023-04-30,713,504.5208639210234,,
2023-05-01,713,504.5026459742349,,534.0013888033862
2023-05-02,716,504.48448311755317,,
2023-05-03,718,504.4663751843887,,
2023-05-04,719,504.4483220086557,,
2023-05-05,723,504.43032342477056,,
2023-05-06,725,504.41237926765046,,
2023-05-07,727,504.3944893727117,,
2023-05-08,727,504.3766535758684,,
2023-05-09,728,504.3588717135306,,
2023-05-10,727,504.34114362260345,,
2023-05-11,727,504.32346914048486,,
2023-05-12,728,504.30584810506474,,
2023-05-13,727,504.2882803547231,,
2023-05-14,724,504.27076572832857,,
2023-05-15,723,504.2533040652373,,
2023-05-16,724,504.23589520529094,,
2023-05-17,725,504.2185389888156,,
2023-05-18,726,504.2012352566203,,
2023-05-19,724,504.18398384999523,,
2023-05-20,726,504.16678461071075,,
2023-05-21,725,504.1496373810155,,
2023-05-22,724,504.13254200363525,,
2023-05-23,724,504.1154983217714,,
2023-05-24,724,504.09850617909933,,
2023-05-25,721,504.08156541976734,,
2023-05-26,720,504.06467588839496,,
2023-05-27,717,504.04783743007147,,
2023-05-28,716,504.0310498903547,,
2023-05-29,712,504.0143131152695,,
2023-05-30,710,503.9976269513063,,
2023-05-31,708,503.9809912454197,,
2023-06-01,706,503.9644058450272,,533.4631486741786
2023-06-02,706,503.9478705980077,,
2023-06-03,704,503.9313853526999,,
2023-06-04,705,503.91494995790146,,
2023-06-05,702,503.8985642628669,,
2023-06-06,701,503.8822281173069,,
2023-06-07,702,503.8659413713864,,
2023-06-08,702,503.8497038757235,,
2023-06-09,701,503.8335154813881,,
2023-06-10,700,503.81737603990024,,
2023-06-11,699,503.80128540322926,,
2023-06-12,699,503.78524342379194,,
2023-06-13,697,503.7692499544513,,
2023-06-14,696,503.7533048485154,,
2023-06-15,696,503.73740795973595,,
2023-06-16,695,503.7215591423068,,
2023-06-17,695,503.7057582508626,,
2023-06-18,694,503.69000514047787,,
2023-06-19,693,503.6742996666651,,
2023-06-20,691,503.6586416853739,,
2023-06-21,688,503.6430310529893,,
2023-06-22,686,503.6274676263308,,
2023-06-23,685,503.6119512626508,,
2023-06-24,685,503.59648181963325,,
2023-06-25,682,503.58105915539267,,
2023-06-26,679,503.56568312847236,,
2023-06-27,675,503.5503535978437,,
2023-06-28,673,503.5350704229042,,
2023-06-29,671,503.51983346347686,,
2023-06-30,669,503.5046425798083,,
2023-07-01,666,503.489497632568,,532.9882404617193
2023-07-02,664,503.4743984828465,,
2023-07-03,664,503.4593449921545,,
2023-07-04,664,503.4443370224217,,
2023-07-05,664,503.42937443599493,,
2023-07-06,661,503.4144570956376,,
2023-07-07,660,503.399584864528,,
2023-07-08,659,503.384757606258,,
2023-07-09,661,503.36997518483224,,
2023-07-10,656,503.3552374646665,,
2023-07-11,656,503.34054431058644,,
2023-07-12,654,503.32589558782666,,
2023-07-13,649,503.31129116202914,,
2023-07-14,645,503.2967308992423,,
2023-07-15,641,503.28221466591935,,
2023-07-16,637,503.26774232891773,,
2023-07-17,335,503.2533137554971,,
2023-07-18,332,503.2389288133189,,
2023-07-19,629,503.22458737044445,,
2023-07-20,626,503.2102892953341,,
2023-07-21,622,503.1960344568462,,
2023-07-22,618,503.18182272423536,,
2023-07-23,615,503.1676539671517,,
2023-07-24,612,503.1535280556395,,
2023-07-25,608,503.1394448601361,,
2023-07-26,602,503.12540425147046,,
2023-07-27,598,503.11140610086227,,
2023-07-28,593,503.0974502799206,,
2023-07-29,590,503.08353666064284,,
2023-07-30,585,503.0696651154133,,
2023-07-31,585,503.0558355170023,,
2023-08-01,581,503.0420477385649,,532.5407905677163
2023-08-02,580,503.0283016536398,,
2023-08-03,580,503.01459713614787,,
2023-08-04,577,503.0009340603915,,
2023-08-05,578,502.98731230105307,,
2023-08-06,575,502.97373173319386,,
2023-08-07,572,502.96019223225306,,
2023-08-08,569,502.94669367404646,,
2023-08-09,570,502.93323593476543,,
2023-08-10,560,502.9198188909757,,
2023-08-11,556,502.9064424196162,,
2023-08-12,549,502.8931063979981,,
2023-08-13,544,502.8798107038035,,
2023-08-14,540,502.8665552150844,,
2023-08-15,536,502.8533398102616,,
2023-08-16,529,502.8401643681235,,
2023-08-17,526,502.82702876782514,,
2023-08-18,522,502.8139328888867,,
2023-08-19,516,502.80087661119313,,
2023-08-20,511,502.7878598149922,,
2023-08-21,510,502.774882380894,,
2023-08-22,504,502.76194418986967,,
2023-08-23,500,502.74904512325014,,
2023-08-24,494,502.7361850627253,,
2023-08-25,489,502.7233638903429,,
2023-08-26,481,502.71058148850716,,
2023-08-27,473,502.697837739978,,
2023-08-28,467,502.6851325278699,,
2023-08-29,459,502.6724657356507,,
2023-08-30,457,502.65983724714073,,
2023-08-31,456,502.64724694651164,,
2023-09-01,450,502.63469471828523,,532.1334375474366
2023-09-02,446,502.6221804473326,,
2023-09-03,442,502.60970401887295,,
2023-09-04,441,502.59726531847264,,
2023-09-05,435,502.5848642320439,,
2023-09-06,429,502.5725006458442,,
2023-09-07,416,502.5601744464748,,
2023-09-08,403,502.5478855208798,,
2023-09-09,391,502.5356337563454,,
2023-09-10,380,502.5234190404985,,
2023-09-11,369,502.51124126130577,,
2023-09-12,361,502.49910030707275,,
2023-09-13,352,502.48699606644277,,
2023-09-14,347,502.47492842839574,,
2023-09-15,336,502.46289728224747,,
2023-09-16,327,502.45090251764833,,
2023-09-17,320,502.4389440245825,,
2023-09-18,313,502.4270216933667,,
2023-09-19,302,502.4151354146495,,
2023-09-20,288,502.40328507941,,
2023-09-21,273,502.391470578957,,
2023-09-22,256,502.37969180492814,,
2023-09-23,248,502.3679486492884,,
2023-09-24,226,502.35624100432983,,
2023-09-25,210,502.3445687626699,,
2023-09-26,202,502.33293181725094,,
2023-09-27,180,502.32133006133904,,
2023-09-28,186,502.3097633885229,,
2023-09-29,184,502.29823169271316,,
2023-09-30,180,502.2867348681412,,
2023-10-01,166,502.2752728093582,,531.7740156385096
2023-10-02,162,502.26384541123434,,
2023-10-03,158,502.25245256895755,,
2023-10-04,150,502.24109417803277,,
2023-10-05,138,502.22977013428095,,
2023-10-06,136,502.21848033383804,,
2023-10-07,110,502.20722467315414,,
2023-10-08,94,502.19600304899245,,
2023-10-09,70,502.1848153584282,,
2023-10-10,64,502.1736614988481,,
2023-10-11,60,502.162541367949,,
2023-10-12,55,502.1514548637372,,
2023-10-13,57,502.14040188452725,,
2023-10-14,55,502.12938232894146,,
2023-10-15,58,502.1183960959085,,
2023-10-16,66,502.10744308466275,,
2023-10-17,68,502.09652319474327,,
2023-10-18,58,502.0856363259929,,
2023-10-19,55,502.0747823785574,,
2023-10-20,50,502.0639612528845,,
2023-10-21,50,502.05317284972284,,
2023-10-22,44,502.04241707012136,,
2023-10-23,40,502.03169381542807,,
2023-10-24,24,502.0210029872894,,
2023-10-25,22,502.0103444876492,,
2023-10-26,18,501.9997182187478,,
2023-10-27,25,501.989124083121,,
2023-10-28,30,501.97856198359966,,
2023-10-29,39,501.96803182330825,,
2023-10-30,48,501.95753350566423,,
2023-10-31,50,501.94706693437706,,
2023-11-01,48,501.9366320134475,,531.4353748425989
2023-11-02,50,501.92622864716645,,
2023-11-03,40,501.91585674011446,,
2023-11-04,46,501.9055161971604,,
2023-11-05,48,501.89520692346093,,
2023-11-06,43,501.88492882445945,,
2023-11-07,16,501.87468180588536,,
2023-11-08,14,501.86446577375307,,
2023-11-09,12,501.8542806343612,,
2023-11-10,14,501.8441262942918,,
2023-11-11,21,501.8340026604093,,
2023-11-12,31,501.8239096398598,,
2023-11-13,37,501.8138471400702,,
2023-11-14,37,501.80381506874744,,
2023-11-15,39,501.7938133338773,,
2023-11-16,41,501.7838418437241,,
2023-11-17,39,501.7739005068293,,
2023-11-18,34,501.7639892320111,,
2023-11-19,41,501.75410792836334,,
2023-11-20,44,501.74425650525484,,
2023-11-21,38,501.73443487232834,,
2023-11-22,21,501.7246429395,,
2023-11-23,20,501.7148806169582,,
2023-11-24,28,501.7051478151631,,
2023-11-25,35,501.69544444484546,,
2023-11-26,40,501.6857704170061,,
2023-11-27,50,501.6761256429149,,
2023-11-28,60,501.66651003411,,
2023-11-29,68,501.65692350239726,,
2023-11-30,71,501.64736595984897,,
2023-12-01,65,501.63783731880346,,531.1365801479549
2023-12-02,64,501.62833749186416,,
2023-12-03,63,501.6188663918987,,
2023-12-04,64,501.6094239320382,,
2023-12-05,64,501.60001002567657,,
2023-12-06,58,501.5906245864695,,
2023-12-07,61,501.58126752833385,,
2023-12-08,69,501.5719387654467,,
2023-12-09,71,501.5626382122448,,
2023-12-10,77,501.5533657834235,,
2023-12-11,87,501.54412139393617,,
2023-12-12,104,501.53490495899337,,
2023-12-13,113,501.525716394062,,
2023-12-14,117,501.51655561486467,,
2023-12-15,113,501.5074225373787,,
2023-12-16,114,501.4983170778357,,
2023-12-17,121,501.4892391527204,,
2023-12-18,129,501.48018867877016,,
2023-12-19,132,501.4711655729741,,
2023-12-20,136,501.46216975257244,508.28741684341435,
2023-12-21,146,501.45320113505545,508.13967076157434,
2023-12-22,151,501.4442596381632,508.1168372065663,
2023-12-23,157,501.4353451798842,507.99347907189133,
2023-12-24,164,501.4264576784553,507.90025725284346,
2023-12-25,173,501.4175970523603,507.82668059393825,
2023-12-26,182,501.40876322032955,507.8366017664965,
2023-12-27,184,501.39995610133934,507.83850577427677,
2023-12-28,186,501.3911756146108,507.846862797681,
2023-12-29,187,501.3824216796094,507.89911465802516,
2023-12-30,196,501.3736942160441,508.0829338210148,
2023-12-31,199,501.3649931438667,507.96726318904956,
